id,price_usd
2316505,192559.065843
2320880,198344.74397
2321742,211859.649051
2276796,109822.791516
2330364,83046.6665667
2309731,64526.933778
2314741,221726.324341
2272025,430981.029309
2265257,211757.457683
2312864,410828.506325
2284231,65274.4434938
2322887,42787.4726053
2274219,255691.209038
2284306,39476.1611681
2272022,298198.661204
2242949,30611.3770098
2331386,30611.3770098
2281398,95921.417725
2289737,37924.2528815
2279980,49446.4122377
2281377,105208.9057
2272919,324585.537474
2283012,126072.125442
2298151,54944.2752907
2284447,87303.0073578
2280034,69187.020757
2281373,309382.36576
2283449,131871.189539
2283451,129631.179881
2283317,61431.2634097
2281899,77389.5943852
2283308,101721.551507
2294427,38691.1573563
2329600,79138.5292303
2308034,82526.9896177
2282207,68334.1270698
2329601,77625.8487789
2274266,113156.144392
2281375,133956.332652
2279909,54584.4662395
2283021,116267.028696
2328448,324890.808275
2284049,103306.802904
2285868,59190.7709075
2272371,61453.6489531
2308033,144377.695272
2271002,113133.7694
2281697,81482.8316952
2283634,46437.2551908
2303746,63374.46984
2282114,179419.15848
2272453,54713.1138699
2283889,43533.2500439
2281376,148011.413772
2302439,192559.065843
2283020,199661.872023
2239446,40424.4315527
2312120,155918.964471
2330403,40424.4315527
2300029,39564.8688448
2327288,43889.8080929
2300307,52007.9394415
2285332,87155.5542805
2285833,54403.9205564
2311918,50717.7954797
2308600,72515.1691953
2308636,68122.6260581
2272557,52662.862853
2283066,69691.3750081
2313282,152956.67469
2284027,39686.3065338
2281514,52268.5678899
2281453,49207.3510699
2284028,121286.572485
2305912,94124.3471899
2282359,214421.286908
2282464,76749.5241169
2282434,44982.2161494
2281638,74372.558321
2282449,44982.2161494
2283375,130213.134416
2282459,76749.5241169
2282435,76749.5241169
2282460,44982.2161494
2282465,76749.5241169
2281639,74372.558321
2282430,76749.5241169
2282441,76749.5241169
2283376,78482.0834177
2282448,44982.2161494
2282458,76749.5241169
2282461,44982.2161494
2283377,78482.0834177
2282429,76749.5241169
2282446,76749.5241169
2282462,76749.5241169
2282443,44982.2161494
2282447,76749.5241169
2282442,44982.2161494
2282436,76749.5241169
2282428,76749.5241169
2282463,76749.5241169
2282432,76749.5241169
2282437,76749.5241169
2282440,76749.5241169
2282439,44982.2161494
2281635,74372.558321
2282453,76749.5241169
2277318,138859.171305
2282467,44982.2161494
2282454,44982.2161494
2277317,138859.171305
2282444,76749.5241169
2277316,138859.171305
2282452,76749.5241169
2282438,44982.2161494
2282416,76749.5241169
2282455,44982.2161494
2277315,138859.171305
2281636,74372.558321
2282469,76749.5241169
2282450,76749.5241169
2282431,76749.5241169
2282445,76749.5241169
2281637,74372.558321
2282433,76749.5241169
2277312,138859.171305
2282456,76749.5241169
2281634,74372.558321
2277313,138859.171305
2277314,138859.171305
2282457,76749.5241169
2282466,44982.2161494
2282451,76749.5241169
2281633,74372.558321
2282394,138859.171305
2282719,38198.4917101
2294606,50224.067195
2285366,46063.6297513
2314883,46906.8277314
2272413,66064.5582632
2282230,46537.4826247
2264162,154506.387865
2281409,113335.09951
2282830,53415.325071
2316483,192559.065843
2294603,50224.067195
2294605,63296.6083206
2277345,56977.1148749
2283644,60796.6777296
2281156,68043.6486369
2272439,58892.3991844
2268201,86088.5107829
2277321,49505.7243679
2283395,172360.707093
2265672,69624.8939649
2270516,111103.807907
2284026,44452.6861232
2283287,76181.1963129
2307883,77316.5053255
2294421,42223.0123966
2268227,98418.974585
2277340,48857.4135517
2294604,50224.067195
2281698,55829.6603408
2309516,85500.829289
2277926,134985.538463
2283980,67539.7638702
2284888,49644.6106712
2328447,148911.938486
2280047,131514.511267
2310399,159408.740438
2314950,74593.1196878
2222106,159408.740438
2242095,49184.3826445
2222107,49184.3826445
2314940,76796.6416909
2291990,49184.3826445
2328555,76796.6416909
2285888,58048.0620676
2301198,47671.3982693
2328538,75187.2966864
2300552,66152.0900618
2301182,77643.9316711
2277867,48306.2681295
2277865,46446.65268
2301167,57066.3764586
2315113,52199.7384959
2307446,52345.1376539
2275731,79945.1324895
2312121,155918.964471
2283303,78857.005541
2282108,109873.984534
2264890,49683.0289948
2330288,162873.357401
2283436,92809.8907952
2277901,258308.677492
2277898,258308.677492
2283000,48053.1799719
2313280,61277.4789243
2279655,48053.1799719
2303602,59954.1733173
2273094,68997.6410591
2315020,51620.1111628
2280021,53576.0200218
2281248,57550.4508833
2279889,51517.7364418
2320900,117804.934878
2279520,56095.5252518
2283883,49013.2368343
2323930,60008.9160459
2311882,52519.711615
2308334,47047.9405617
2279656,49002.1565255
2321338,59324.7746207
2324501,54026.8920529
2265192,60360.4784507
2274211,75412.9953421
2308423,59067.6550997
2308424,59067.6550997
2289672,56272.3016306
2320172,47222.7398928
2322630,52741.62031
2311912,52266.0233553
2286170,123295.947798
2272133,78006.5749406
2281460,56450.2793967
2281461,46563.1030457
2294664,109287.350386
2316472,192559.065843
2267633,138109.919658
2297122,54320.6331886
2267634,138109.919658
2304783,56259.1875301
2299008,124940.250879
2267635,138109.919658
2267636,138109.919658
2283101,124536.394003
2280295,71101.4067414
2282055,61887.3896016
2284069,57742.1245256
2307027,62511.4354708
2323377,57510.9138475
2268338,75381.6030422
2282424,61854.1756363
